lambda n k
773E-9 1.6938 0.797 
774E-9 1.70183 0.801 
775E-9 1.7101 0.805 
776E-9 1.71863 0.809 
777E-9 1.72745 0.812 
778E-9 1.73652 0.817 
779E-9 1.74586 0.821 
780E-9 1.75547 0.824 
781E-9 1.76533 0.828 
782E-9 1.77546 0.833 
783E-9 1.78586 0.836 
784E-9 1.7965 0.84 
785E-9 1.80743 0.844 
786E-9 1.81859 0.847 
787E-9 1.83001 0.851 
788E-9 1.84169 0.855 
789E-9 1.8536 0.858 
790E-9 1.86575 0.862 
791E-9 1.87816 0.865 
792E-9 1.89078 0.868 
793E-9 1.90364 0.871 
794E-9 1.91671 0.874 
795E-9 1.92999 0.876 
796E-9 1.9435 0.879 
797E-9 1.95719 0.881 
798E-9 1.97107 0.883 
799E-9 1.98515 0.885 
800E-9 1.99939 0.886 
801E-9 2.01379 0.888 
802E-9 2.02835 0.889 
803E-9 2.04304 0.89 
804E-9 2.05787 0.891 
805E-9 2.07281 0.891 
806E-9 2.08784 0.891 
807E-9 2.10298 0.891 
808E-9 2.11818 0.891 
809E-9 2.13344 0.889 
810E-9 2.14875 0.889 
811E-9 2.16408 0.888 
812E-9 2.17941 0.885 
813E-9 2.19474 0.884 
814E-9 2.21005 0.881 
815E-9 2.22531 0.879 
816E-9 2.2405 0.876 
817E-9 2.25562 0.872 
818E-9 2.27062 0.868 
819E-9 2.28552 0.863 
820E-9 2.30027 0.858 
821E-9 2.31485 0.852 
822E-9 2.32927 0.847 
823E-9 2.34347 0.841 
824E-9 2.35746 0.834 
825E-9 2.37122 0.827 
826E-9 2.3847 0.821 
827E-9 2.39793 0.812 
828E-9 2.41086 0.804 
829E-9 2.42347 0.795 
830E-9 2.43578 0.786 
831E-9 2.44773 0.777 
832E-9 2.45932 0.767 
833E-9 2.47057 0.757 
834E-9 2.4814 0.746 
835E-9 2.49186 0.735 
836E-9 2.50192 0.723 
837E-9 2.51154 0.712 
838E-9 2.52077 0.7 
839E-9 2.52956 0.687 
840E-9 2.53791 0.675 
841E-9 2.54585 0.661 
842E-9 2.55331 0.648 
843E-9 2.56034 0.634 
844E-9 2.56695 0.621 
845E-9 2.57307 0.607 
846E-9 2.57878 0.593 
847E-9 2.58404 0.579 
848E-9 2.58886 0.564 
849E-9 2.59327 0.549 
850E-9 2.59722 0.534 
851E-9 2.60076 0.51777 
852E-9 2.60391 0.50541 
853E-9 2.60662 0.49312 
854E-9 2.60895 0.48089 
855E-9 2.6109 0.46875 
856E-9 2.61245 0.45672 
857E-9 2.61367 0.44478 
858E-9 2.6145 0.43297 
859E-9 2.61499 0.42129 
860E-9 2.61517 0.40974 
861E-9 2.61499 0.39835 
862E-9 2.61452 0.38711 
863E-9 2.61376 0.37604 
864E-9 2.6127 0.36514 
865E-9 2.61138 0.3544 
866E-9 2.60978 0.34386 
867E-9 2.60794 0.33349 
868E-9 2.60587 0.32331 
869E-9 2.60356 0.31334 
870E-9 2.60104 0.30355 
871E-9 2.59832 0.29396 
872E-9 2.5954 0.28458 
873E-9 2.59232 0.27539 
874E-9 2.58905 0.26641 
875E-9 2.58563 0.25763 
876E-9 2.58207 0.24904 
877E-9 2.57835 0.24067 
878E-9 2.57452 0.23249 
879E-9 2.57056 0.22451 
880E-9 2.56649 0.21674 
881E-9 2.56232 0.20915 
882E-9 2.55805 0.20178 
883E-9 2.5537 0.19459 
884E-9 2.54928 0.18758 
885E-9 2.54478 0.18078 
886E-9 2.54022 0.17415 
887E-9 2.5356 0.16772 
888E-9 2.53093 0.16147 
889E-9 2.52622 0.15538 
890E-9 2.52147 0.14948 
891E-9 2.51669 0.14375 
892E-9 2.51189 0.13819 
893E-9 2.50706 0.1328 
894E-9 2.50221 0.12756 
895E-9 2.49735 0.12249 
896E-9 2.49249 0.11757 
897E-9 2.48762 0.1128 
898E-9 2.48275 0.1082 
899E-9 2.47788 0.10372 
900E-9 2.47302 0.0994 
901E-9 2.46817 0.09522 
902E-9 2.46334 0.09116 
903E-9 2.45852 0.08725 
904E-9 2.45372 0.08346 
905E-9 2.44894 0.0798 
906E-9 2.44419 0.07627 
907E-9 2.43946 0.07285 
908E-9 2.43477 0.06955 
909E-9 2.4301 0.06637 
910E-9 2.42546 0.06329 
911E-9 2.42086 0.06034 
912E-9 2.41629 0.05748 
913E-9 2.41176 0.05472 
914E-9 2.40726 0.05207 
915E-9 2.40281 0.0495 
916E-9 2.39839 0.04704 
917E-9 2.39402 0.04467 
918E-9 2.38969 0.04238 
919E-9 2.3854 0.04019 
920E-9 2.38115 0.03808 
921E-9 2.37695 0.03605 
922E-9 2.3728 0.0341 
923E-9 2.36868 0.03222 
924E-9 2.36462 0.03043 
925E-9 2.3606 0.0287 
926E-9 2.35663 0.02705 
927E-9 2.3527 0.02547 
928E-9 2.34882 0.02394 
929E-9 2.34499 0.02249 
930E-9 2.34121 0.0211 
931E-9 2.33747 0.01977 
932E-9 2.33378 0.0185 
933E-9 2.33013 0.01728 
934E-9 2.32654 0.01613 
935E-9 2.32299 0.01502 
936E-9 2.31949 0.01397 
937E-9 2.31604 0.01297 
938E-9 2.31263 0.01201 
939E-9 2.30927 0.01111 
940E-9 2.30596 0.01025 
941E-9 2.30269 0.00943 
942E-9 2.29948 0.00866 
943E-9 2.2963 0.00793 
944E-9 2.29317 0.00724 
945E-9 2.29009 0.00659 
946E-9 2.28705 0.00598 
947E-9 2.28406 0.0054 
948E-9 2.28112 0.00487 
949E-9 2.27821 0.00436 
950E-9 2.27535 0.00389 
951E-9 2.27254 0.00345 
952E-9 2.26976 0.00304 
953E-9 2.26704 0.00266 
954E-9 2.26435 0.00231 
955E-9 2.2617 0.00199 
956E-9 2.2591 0.0017 
957E-9 2.25654 0.00143 
958E-9 2.25402 0.00119 
959E-9 2.25154 9.73594E-4 
960E-9 2.2491 7.82192E-4 
