lambda n k
300E-9 1.76053 0 
301E-9 1.75896 0 
302E-9 1.75743 0 
303E-9 1.75591 0 
304E-9 1.75441 0 
305E-9 1.75294 0 
306E-9 1.75149 0 
307E-9 1.75006 0 
308E-9 1.74865 0 
309E-9 1.74725 0 
310E-9 1.74589 0 
311E-9 1.74453 0 
312E-9 1.7432 0 
313E-9 1.74189 0 
314E-9 1.74059 0 
315E-9 1.73931 0 
316E-9 1.73805 0 
317E-9 1.7368 0 
318E-9 1.73558 0 
319E-9 1.73437 0 
320E-9 1.73318 0 
321E-9 1.732 0 
322E-9 1.73084 0 
323E-9 1.72969 0 
324E-9 1.72856 0 
325E-9 1.72744 0 
326E-9 1.72635 0 
327E-9 1.72526 0 
328E-9 1.72419 0 
329E-9 1.72313 0 
330E-9 1.72209 0 
331E-9 1.72106 0 
332E-9 1.72004 0 
333E-9 1.71903 0 
334E-9 1.71804 0 
335E-9 1.71707 0 
336E-9 1.7161 0 
337E-9 1.71515 0 
338E-9 1.71421 0 
339E-9 1.71328 0 
340E-9 1.71236 0 
341E-9 1.71145 0 
342E-9 1.71056 0 
343E-9 1.70968 0 
344E-9 1.7088 0 
345E-9 1.70794 0 
346E-9 1.70709 0 
347E-9 1.70625 0 
348E-9 1.70542 0 
349E-9 1.7046 0 
350E-9 1.70379 0 
351E-9 1.70299 0 
352E-9 1.7022 0 
353E-9 1.70142 0 
354E-9 1.70065 0 
355E-9 1.69988 0 
356E-9 1.69913 0 
357E-9 1.69838 0 
358E-9 1.69765 0 
359E-9 1.69692 0 
360E-9 1.6962 0 
361E-9 1.69549 0 
362E-9 1.69479 0 
363E-9 1.6941 0 
364E-9 1.69341 0 
365E-9 1.69274 0 
366E-9 1.69207 0 
367E-9 1.6914 0 
368E-9 1.69075 0 
369E-9 1.6901 0 
370E-9 1.68946 0 
371E-9 1.68883 0 
372E-9 1.68821 0 
373E-9 1.68759 0 
374E-9 1.68698 0 
375E-9 1.68637 0 
376E-9 1.68577 0 
377E-9 1.68518 0 
378E-9 1.6846 0 
379E-9 1.68402 0 
380E-9 1.68345 0 
381E-9 1.68288 0 
382E-9 1.68233 0 
383E-9 1.68177 0 
384E-9 1.68122 0 
385E-9 1.68068 0 
386E-9 1.68015 0 
387E-9 1.67962 0 
388E-9 1.6791 0 
389E-9 1.67858 0 
390E-9 1.67806 0 
391E-9 1.67756 0 
392E-9 1.67706 0 
393E-9 1.67656 0 
394E-9 1.67607 0 
395E-9 1.67558 0 
396E-9 1.6751 0 
397E-9 1.67463 0 
398E-9 1.67415 0 
399E-9 1.67369 0 
400E-9 1.67323 0 
401E-9 1.67277 0 
402E-9 1.67232 0 
403E-9 1.67187 0 
404E-9 1.67143 0 
405E-9 1.67099 0 
406E-9 1.67056 0 
407E-9 1.67013 0 
408E-9 1.6697 0 
409E-9 1.66928 0 
410E-9 1.66887 0 
411E-9 1.66845 0 
412E-9 1.66805 0 
413E-9 1.66764 0 
414E-9 1.66724 0 
415E-9 1.66685 0 
416E-9 1.66645 0 
417E-9 1.66606 0 
418E-9 1.66568 0 
419E-9 1.6653 0 
420E-9 1.66492 0 
421E-9 1.66455 0 
422E-9 1.66418 0 
423E-9 1.66381 0 
424E-9 1.66345 0 
425E-9 1.66309 0 
426E-9 1.66273 0 
427E-9 1.66238 0 
428E-9 1.66203 0 
429E-9 1.66169 0 
430E-9 1.66134 0 
431E-9 1.661 0 
432E-9 1.66067 0 
433E-9 1.66034 0 
434E-9 1.66001 0 
435E-9 1.65968 0 
436E-9 1.65935 0 
437E-9 1.65903 0 
438E-9 1.65872 0 
439E-9 1.6584 0 
440E-9 1.65809 0 
441E-9 1.65778 0 
442E-9 1.65747 0 
443E-9 1.65717 0 
444E-9 1.65687 0 
445E-9 1.65657 0 
446E-9 1.65628 0 
447E-9 1.65598 0 
448E-9 1.65569 0 
449E-9 1.65541 0 
450E-9 1.65512 0 
451E-9 1.65484 0 
452E-9 1.65456 0 
453E-9 1.65428 0 
454E-9 1.65401 0 
455E-9 1.65374 0 
456E-9 1.65347 0 
457E-9 1.6532 0 
458E-9 1.65293 0 
459E-9 1.65267 0 
460E-9 1.65241 0 
461E-9 1.65215 0 
462E-9 1.65189 0 
463E-9 1.65164 0 
464E-9 1.65139 0 
465E-9 1.65114 0 
466E-9 1.65089 0 
467E-9 1.65065 0 
468E-9 1.6504 0 
469E-9 1.65016 0 
470E-9 1.64992 0 
471E-9 1.64968 0 
472E-9 1.64945 0 
473E-9 1.64922 0 
474E-9 1.64898 0 
475E-9 1.64876 0 
476E-9 1.64853 0 
477E-9 1.6483 0 
478E-9 1.64808 0 
479E-9 1.64786 0 
480E-9 1.64764 0 
481E-9 1.64742 0 
482E-9 1.6472 0 
483E-9 1.64699 0 
484E-9 1.64678 0 
485E-9 1.64656 0 
486E-9 1.64635 0 
487E-9 1.64615 0 
488E-9 1.64594 0 
489E-9 1.64574 0 
490E-9 1.64553 0 
491E-9 1.64533 0 
492E-9 1.64513 0 
493E-9 1.64494 0 
494E-9 1.64474 0 
495E-9 1.64454 0 
496E-9 1.64435 0 
497E-9 1.64416 0 
498E-9 1.64397 0 
499E-9 1.64378 0 
500E-9 1.64359 0 
501E-9 1.64341 0 
502E-9 1.64322 0 
503E-9 1.64304 0 
504E-9 1.64286 0 
505E-9 1.64268 0 
506E-9 1.6425 0 
507E-9 1.64232 0 
508E-9 1.64215 0 
509E-9 1.64197 0 
510E-9 1.6418 0 
511E-9 1.64163 0 
512E-9 1.64146 0 
513E-9 1.64129 0 
514E-9 1.64112 0 
515E-9 1.64095 0 
516E-9 1.64079 0 
517E-9 1.64062 0 
518E-9 1.64046 0 
519E-9 1.6403 0 
520E-9 1.64014 0 
521E-9 1.63998 0 
522E-9 1.63982 0 
523E-9 1.63966 0 
524E-9 1.63951 0 
525E-9 1.63935 0 
526E-9 1.6392 0 
527E-9 1.63905 0 
528E-9 1.63889 0 
529E-9 1.63874 0 
530E-9 1.63859 0 
531E-9 1.63845 0 
532E-9 1.6383 0 
533E-9 1.63815 0 
