lambda n k
606E-9 2.15926 0 
607E-9 2.15877 0 
608E-9 2.15827 0 
609E-9 2.15781 0 
610E-9 2.15742 0 
611E-9 2.15705 0 
612E-9 2.15674 0 
613E-9 2.15643 0 
614E-9 2.15611 0 
615E-9 2.15583 0 
616E-9 2.15557 0 
617E-9 2.15531 0 
618E-9 2.15501 0 
619E-9 2.15472 0 
620E-9 2.15445 0 
621E-9 2.15411 0 
622E-9 2.15378 0 
623E-9 2.15339 0 
624E-9 2.15296 0 
625E-9 2.15268 0 
626E-9 2.15236 0 
627E-9 2.15199 0 
628E-9 2.15156 0 
629E-9 2.15109 0 
630E-9 2.15054 0 
631E-9 2.14998 0 
632E-9 2.14937 0 
633E-9 2.14872 0 
634E-9 2.14805 0 
635E-9 2.14732 0 
636E-9 2.14655 0 
637E-9 2.14575 0 
638E-9 2.14492 0 
639E-9 2.14407 0 
640E-9 2.14321 0 
641E-9 2.14232 0 
642E-9 2.14141 0 
643E-9 2.14048 0 
644E-9 2.13957 0 
645E-9 2.13865 0 
646E-9 2.13771 0 
647E-9 2.13677 0 
648E-9 2.13581 0 
649E-9 2.13486 0 
650E-9 2.1339 0 
651E-9 2.13294 0 
652E-9 2.132 0 
653E-9 2.13107 0 
654E-9 2.13014 0 
655E-9 2.12925 0 
656E-9 2.12833 0 
657E-9 2.12741 0 
658E-9 2.12651 0 
659E-9 2.12561 0 
660E-9 2.12469 0 
661E-9 2.12379 0 
662E-9 2.12288 0 
663E-9 2.12198 0 
664E-9 2.12107 0 
665E-9 2.12017 0 
666E-9 2.1193 0 
667E-9 2.11844 0 
668E-9 2.11759 0 
669E-9 2.11674 0 
670E-9 2.11592 0 
671E-9 2.11508 0 
672E-9 2.11424 0 
673E-9 2.11344 0 
674E-9 2.11266 0 
675E-9 2.11188 0 
676E-9 2.11113 0 
677E-9 2.11039 0 
678E-9 2.10967 0 
679E-9 2.10895 0 
680E-9 2.10822 0 
681E-9 2.10749 0 
682E-9 2.10674 0 
683E-9 2.10598 0 
684E-9 2.10522 0 
685E-9 2.10446 0 
686E-9 2.10367 0 
687E-9 2.10285 0 
688E-9 2.10212 0 
689E-9 2.10153 0 
690E-9 2.10078 0 
691E-9 2.09998 0 
692E-9 2.0992 0 
693E-9 2.09842 0 
694E-9 2.09761 0 
695E-9 2.09685 0 
696E-9 2.09607 0 
697E-9 2.09527 0 
698E-9 2.09446 0 
699E-9 2.09366 0 
700E-9 2.09283 0 
701E-9 2.09203 0 
702E-9 2.09121 0 
703E-9 2.0904 0 
704E-9 2.08961 0 
705E-9 2.08885 0 
706E-9 2.08809 0 
707E-9 2.08735 0 
708E-9 2.08662 0 
709E-9 2.08588 0 
710E-9 2.08514 0 
711E-9 2.08442 0 
712E-9 2.08369 0 
713E-9 2.08299 0 
714E-9 2.0823 0 
715E-9 2.08162 0 
716E-9 2.08099 0 
717E-9 2.08036 0 
718E-9 2.07975 0 
719E-9 2.07913 0 
720E-9 2.07852 0 
721E-9 2.07796 0 
722E-9 2.07739 0 
723E-9 2.07681 0 
724E-9 2.07621 0 
725E-9 2.07564 0 
726E-9 2.07508 0 
727E-9 2.0745 0 
728E-9 2.07396 0 
729E-9 2.07343 0 
730E-9 2.0729 0 
731E-9 2.07235 0 
732E-9 2.07183 0 
733E-9 2.07127 0 
734E-9 2.07073 0 
735E-9 2.07017 0 
736E-9 2.06965 0 
737E-9 2.06913 0 
738E-9 2.06859 0 
739E-9 2.06807 0 
740E-9 2.06751 0 
741E-9 2.067 0 
742E-9 2.06648 0 
743E-9 2.06598 0 
744E-9 2.06546 0 
745E-9 2.06493 0 
746E-9 2.0644 0 
747E-9 2.06382 0 
748E-9 2.06328 0 
749E-9 2.06279 0 
750E-9 2.06226 0 
751E-9 2.06175 0 
752E-9 2.06127 0 
753E-9 2.06077 0 
754E-9 2.06026 0 
755E-9 2.05973 0 
756E-9 2.05921 0 
757E-9 2.05869 0 
758E-9 2.05819 0 
759E-9 2.05773 0 
760E-9 2.05721 0 
761E-9 2.0567 0 
762E-9 2.05623 0 
763E-9 2.05575 0 
764E-9 2.05526 0 
765E-9 2.05482 0 
766E-9 2.05437 0 
767E-9 2.05398 0 
768E-9 2.05363 0 
769E-9 2.05322 0 
770E-9 2.05279 0 
771E-9 2.05237 0 
772E-9 2.05198 0 
773E-9 2.05156 0 
774E-9 2.05115 0 
775E-9 2.05073 0 
776E-9 2.05033 0 
777E-9 2.04995 0 
778E-9 2.04961 0 
779E-9 2.04929 0 
780E-9 2.04897 0 
781E-9 2.04862 0 
782E-9 2.04826 0 
783E-9 2.04784 0 
784E-9 2.04753 0 
785E-9 2.04721 0 
786E-9 2.04687 0 
787E-9 2.04655 0 
788E-9 2.0462 0 
789E-9 2.04589 0 
790E-9 2.04555 0 
791E-9 2.04525 0 
792E-9 2.04496 0 
793E-9 2.04464 0 
794E-9 2.04431 0 
795E-9 2.04399 0 
796E-9 2.04369 0 
797E-9 2.04334 0 
798E-9 2.04298 0 
799E-9 2.04266 0 
800E-9 2.04234 0 
801E-9 2.04205 0 
802E-9 2.04174 0 
803E-9 2.04141 0 
804E-9 2.04107 0 
805E-9 2.04081 0 
806E-9 2.04051 0 
807E-9 2.04022 0 
808E-9 2.03994 0 
809E-9 2.03965 0 
810E-9 2.03936 0 
811E-9 2.03907 0 
812E-9 2.03881 0 
813E-9 2.03858 0 
814E-9 2.0383 0 
815E-9 2.03803 0 
816E-9 2.0378 0 
817E-9 2.03753 0 
818E-9 2.03728 0 
819E-9 2.03703 0 
820E-9 2.03678 0 
821E-9 2.03653 0 
822E-9 2.03631 0 
823E-9 2.03605 0 
824E-9 2.03577 0 
825E-9 2.03556 0 
826E-9 2.03532 0 
827E-9 2.03508 0 
828E-9 2.03485 0 
829E-9 2.03465 0 
830E-9 2.03438 0 
831E-9 2.03415 0 
832E-9 2.0339 0 
833E-9 2.03362 0 
834E-9 2.03333 0 
835E-9 2.03307 0 
836E-9 2.03278 0 
837E-9 2.0325 0 
838E-9 2.03223 0 
839E-9 2.03193 0 
840E-9 2.03164 0 
841E-9 2.03133 0 
842E-9 2.03103 0 
843E-9 2.03072 0 
844E-9 2.03039 0 
845E-9 2.03008 0 
846E-9 2.02978 0 
847E-9 2.02947 0 
848E-9 2.02928 0 
849E-9 2.029 0 
850E-9 2.02871 0 
851E-9 2.02849 0 
852E-9 2.02822 0 
853E-9 2.02799 0 
854E-9 2.02778 0 
855E-9 2.0276 0 
856E-9 2.02741 0 
857E-9 2.02718 0 
858E-9 2.02695 0 
859E-9 2.02676 0 
860E-9 2.02654 0 
861E-9 2.02632 0 
862E-9 2.02609 0 
863E-9 2.02592 0 
864E-9 2.02575 0 
865E-9 2.02554 0 
866E-9 2.02531 0 
867E-9 2.02504 0 
868E-9 2.02476 0 
869E-9 2.0245 0 
870E-9 2.02419 0 
871E-9 2.02388 0 
872E-9 2.02359 0 
873E-9 2.02332 0 
874E-9 2.02303 0 
875E-9 2.02273 0 
876E-9 2.0224 0 
877E-9 2.02208 0 
878E-9 2.02174 0 
879E-9 2.0214 0 
880E-9 2.02111 0 
881E-9 2.02082 0 
882E-9 2.02053 0 
883E-9 2.02024 0 
884E-9 2.01992 0 
885E-9 2.0196 0 
886E-9 2.01936 0 
887E-9 2.01905 0 
