lambda n k
499E-9 1.70269 0.02413 
500E-9 1.70218 0.02364 
501E-9 1.70161 0.02319 
502E-9 1.70103 0.02274 
503E-9 1.70045 0.02228 
504E-9 1.69987 0.02183 
505E-9 1.69929 0.02138 
506E-9 1.69871 0.02093 
507E-9 1.69813 0.02047 
508E-9 1.69755 0.02002 
509E-9 1.69697 0.01957 
510E-9 1.69639 0.01911 
511E-9 1.69578 0.01873 
512E-9 1.69517 0.01834 
513E-9 1.69457 0.01796 
514E-9 1.69396 0.01757 
515E-9 1.69335 0.01719 
516E-9 1.69274 0.01681 
517E-9 1.69213 0.01642 
518E-9 1.69153 0.01604 
519E-9 1.69092 0.01565 
520E-9 1.69031 0.01527 
521E-9 1.68971 0.01496 
522E-9 1.6891 0.01465 
523E-9 1.6885 0.01435 
524E-9 1.6879 0.01404 
525E-9 1.68729 0.01373 
526E-9 1.68669 0.01343 
527E-9 1.68609 0.01312 
528E-9 1.68548 0.01281 
529E-9 1.68488 0.01251 
530E-9 1.68427 0.0122 
531E-9 1.6837 0.01196 
532E-9 1.68312 0.01173 
533E-9 1.68254 0.0115 
534E-9 1.68196 0.01126 
535E-9 1.68139 0.01103 
536E-9 1.68081 0.0108 
537E-9 1.68023 0.01056 
538E-9 1.67966 0.01033 
539E-9 1.67908 0.01009 
540E-9 1.6785 0.00986 
541E-9 1.67796 0.00969 
542E-9 1.67742 0.00951 
543E-9 1.67688 0.00934 
544E-9 1.67635 0.00917 
545E-9 1.67581 0.009 
546E-9 1.67527 0.00883 
547E-9 1.67473 0.00866 
548E-9 1.67419 0.00848 
549E-9 1.67365 0.00831 
550E-9 1.67312 0.00814 
551E-9 1.67262 0.00802 
552E-9 1.67213 0.00789 
553E-9 1.67163 0.00777 
554E-9 1.67114 0.00765 
555E-9 1.67064 0.00753 
556E-9 1.67015 0.00741 
557E-9 1.66966 0.00729 
558E-9 1.66916 0.00716 
559E-9 1.66867 0.00704 
560E-9 1.66817 0.00692 
561E-9 1.66772 0.00684 
562E-9 1.66728 0.00675 
563E-9 1.66683 0.00667 
564E-9 1.66638 0.00659 
565E-9 1.66593 0.0065 
566E-9 1.66548 0.00642 
567E-9 1.66504 0.00634 
568E-9 1.66459 0.00625 
569E-9 1.66414 0.00617 
570E-9 1.66369 0.00609 
571E-9 1.66329 0.00603 
572E-9 1.66288 0.00598 
573E-9 1.66248 0.00593 
574E-9 1.66208 0.00587 
575E-9 1.66167 0.00582 
576E-9 1.66127 0.00576 
577E-9 1.66086 0.00571 
578E-9 1.66046 0.00566 
579E-9 1.66006 0.0056 
580E-9 1.65965 0.00555 
581E-9 1.65929 0.00552 
582E-9 1.65893 0.00549 
583E-9 1.65856 0.00545 
584E-9 1.6582 0.00542 
585E-9 1.65784 0.00539 
586E-9 1.65748 0.00536 
587E-9 1.65711 0.00533 
588E-9 1.65675 0.0053 
589E-9 1.65639 0.00526 
590E-9 1.65603 0.00523 
591E-9 1.6557 0.00522 
592E-9 1.65538 0.0052 
593E-9 1.65505 0.00519 
594E-9 1.65473 0.00517 
595E-9 1.6544 0.00516 
596E-9 1.65408 0.00514 
597E-9 1.65375 0.00512 
598E-9 1.65343 0.00511 
599E-9 1.6531 0.00509 
600E-9 1.65278 0.00508 
601E-9 1.65248 0.00507 
602E-9 1.65219 0.00507 
603E-9 1.6519 0.00507 
604E-9 1.65161 0.00506 
605E-9 1.65132 0.00506 
606E-9 1.65103 0.00505 
607E-9 1.65073 0.00505 
608E-9 1.65044 0.00505 
609E-9 1.65015 0.00504 
610E-9 1.64986 0.00504 
611E-9 1.6496 0.00504 
612E-9 1.64934 0.00505 
613E-9 1.64908 0.00505 
614E-9 1.64881 0.00506 
615E-9 1.64855 0.00506 
616E-9 1.64829 0.00507 
617E-9 1.64803 0.00507 
618E-9 1.64777 0.00507 
619E-9 1.64751 0.00508 
620E-9 1.64725 0.00508 
621E-9 1.64701 0.00509 
622E-9 1.64677 0.0051 
623E-9 1.64654 0.00511 
624E-9 1.6463 0.00512 
625E-9 1.64607 0.00513 
626E-9 1.64583 0.00514 
627E-9 1.6456 0.00515 
628E-9 1.64536 0.00516 
629E-9 1.64513 0.00517 
630E-9 1.6449 0.00518 
631E-9 1.64468 0.0052 
632E-9 1.64447 0.00521 
633E-9 1.64426 0.00523 
634E-9 1.64405 0.00524 
635E-9 1.64383 0.00525 
636E-9 1.64362 0.00527 
637E-9 1.64341 0.00528 
638E-9 1.6432 0.0053 
639E-9 1.64299 0.00531 
640E-9 1.64278 0.00533 
641E-9 1.64258 0.00534 
642E-9 1.64239 0.00536 
643E-9 1.6422 0.00538 
644E-9 1.64201 0.00539 
645E-9 1.64182 0.00541 
646E-9 1.64162 0.00543 
647E-9 1.64143 0.00544 
648E-9 1.64124 0.00546 
649E-9 1.64105 0.00548 
650E-9 1.64086 0.00549 
651E-9 1.64068 0.00551 
652E-9 1.64051 0.00553 
653E-9 1.64033 0.00555 
654E-9 1.64016 0.00557 
655E-9 1.63998 0.00558 
656E-9 1.63981 0.0056 
657E-9 1.63964 0.00562 
658E-9 1.63946 0.00564 
659E-9 1.63929 0.00566 
660E-9 1.63911 0.00568 
661E-9 1.63895 0.0057 
662E-9 1.6388 0.00571 
663E-9 1.63864 0.00573 
664E-9 1.63848 0.00575 
665E-9 1.63832 0.00577 
666E-9 1.63816 0.00579 
667E-9 1.638 0.00581 
668E-9 1.63784 0.00583 
669E-9 1.63768 0.00585 
670E-9 1.63753 0.00587 
671E-9 1.63738 0.00589 
672E-9 1.63723 0.00591 
673E-9 1.63709 0.00593 
674E-9 1.63694 0.00595 
675E-9 1.6368 0.00597 
676E-9 1.63665 0.00599 
677E-9 1.63651 0.00601 
678E-9 1.63636 0.00603 
679E-9 1.63622 0.00605 
680E-9 1.63607 0.00607 
681E-9 1.63594 0.00609 
682E-9 1.6358 0.00611 
683E-9 1.63567 0.00613 
684E-9 1.63553 0.00615 
685E-9 1.6354 0.00617 
686E-9 1.63527 0.00619 
687E-9 1.63513 0.00621 
688E-9 1.635 0.00623 
689E-9 1.63487 0.00625 
690E-9 1.63473 0.00627 
691E-9 1.63461 0.00629 
692E-9 1.63448 0.00631 
693E-9 1.63436 0.00633 
694E-9 1.63424 0.00635 
695E-9 1.63411 0.00637 
696E-9 1.63399 0.00639 
697E-9 1.63387 0.00641 
698E-9 1.63374 0.00643 
699E-9 1.63362 0.00645 
700E-9 1.6335 0.00647 
701E-9 1.63338 0.00649 
702E-9 1.63327 0.00651 
703E-9 1.63315 0.00653 
704E-9 1.63304 0.00655 
705E-9 1.63292 0.00657 
706E-9 1.63281 0.00659 
707E-9 1.63269 0.00661 
708E-9 1.63258 0.00663 
709E-9 1.63246 0.00665 
710E-9 1.63235 0.00667 
711E-9 1.63224 0.00669 
712E-9 1.63213 0.00671 
713E-9 1.63203 0.00673 
714E-9 1.63192 0.00675 
715E-9 1.63181 0.00677 
716E-9 1.6317 0.00679 
717E-9 1.6316 0.00681 
718E-9 1.63149 0.00683 
719E-9 1.63138 0.00685 
720E-9 1.63128 0.00687 
721E-9 1.63118 0.00688 
722E-9 1.63107 0.0069 
723E-9 1.63097 0.00692 
724E-9 1.63087 0.00694 
725E-9 1.63077 0.00696 
726E-9 1.63067 0.00698 
727E-9 1.63057 0.007 
728E-9 1.63047 0.00702 
729E-9 1.63037 0.00704 
730E-9 1.63027 0.00706 
731E-9 1.63018 0.00708 
732E-9 1.63008 0.0071 
733E-9 1.62999 0.00712 
734E-9 1.62989 0.00714 
735E-9 1.6298 0.00716 
736E-9 1.6297 0.00718 
737E-9 1.62961 0.0072 
738E-9 1.62951 0.00722 
739E-9 1.62942 0.00724 
