lambda n k
682E-9 2.04419 0.0166 
683E-9 2.04387 0.01673 
684E-9 2.04355 0.01686 
685E-9 2.04323 0.01699 
686E-9 2.04291 0.01712 
687E-9 2.0426 0.01725 
688E-9 2.04228 0.01738 
689E-9 2.04197 0.01751 
690E-9 2.04166 0.01763 
691E-9 2.04134 0.01775 
692E-9 2.04103 0.01787 
693E-9 2.04072 0.01799 
694E-9 2.04041 0.01811 
695E-9 2.04011 0.01823 
696E-9 2.0398 0.01835 
697E-9 2.03949 0.01846 
698E-9 2.03919 0.01857 
699E-9 2.03889 0.01869 
700E-9 2.03859 0.01879 
701E-9 2.03829 0.0189 
702E-9 2.03799 0.01901 
703E-9 2.0377 0.01912 
704E-9 2.0374 0.01922 
705E-9 2.03711 0.01932 
706E-9 2.03682 0.01942 
707E-9 2.03653 0.01952 
708E-9 2.03624 0.01962 
709E-9 2.03595 0.01972 
710E-9 2.03567 0.01981 
711E-9 2.03539 0.01991 
712E-9 2.03511 0.02 
713E-9 2.03483 0.02009 
714E-9 2.03455 0.02018 
715E-9 2.03428 0.02026 
716E-9 2.034 0.02035 
717E-9 2.03373 0.02043 
718E-9 2.03346 0.02052 
719E-9 2.0332 0.0206 
720E-9 2.03293 0.02068 
721E-9 2.03267 0.02075 
722E-9 2.03241 0.02083 
723E-9 2.03215 0.0209 
724E-9 2.03189 0.02098 
725E-9 2.03164 0.02105 
726E-9 2.03139 0.02112 
727E-9 2.03114 0.02118 
728E-9 2.03089 0.02125 
729E-9 2.03064 0.02132 
730E-9 2.0304 0.02138 
731E-9 2.03016 0.02144 
732E-9 2.02992 0.0215 
733E-9 2.02968 0.02156 
734E-9 2.02945 0.02161 
735E-9 2.02922 0.02167 
736E-9 2.02899 0.02172 
737E-9 2.02876 0.02177 
738E-9 2.02854 0.02182 
739E-9 2.02832 0.02187 
740E-9 2.0281 0.02192 
741E-9 2.02788 0.02196 
742E-9 2.02767 0.02201 
743E-9 2.02746 0.02205 
744E-9 2.02725 0.02209 
745E-9 2.02704 0.02213 
746E-9 2.02684 0.02216 
747E-9 2.02663 0.0222 
748E-9 2.02644 0.02223 
749E-9 2.02624 0.02226 
750E-9 2.02605 0.02229 
751E-9 2.02585 0.02232 
752E-9 2.02567 0.02235 
753E-9 2.02548 0.02237 
754E-9 2.0253 0.02239 
755E-9 2.02512 0.02242 
756E-9 2.02494 0.02244 
757E-9 2.02476 0.02245 
758E-9 2.02459 0.02247 
759E-9 2.02442 0.02249 
760E-9 2.02425 0.0225 
761E-9 2.02409 0.02251 
762E-9 2.02393 0.02252 
763E-9 2.02377 0.02253 
764E-9 2.02361 0.02254 
765E-9 2.02345 0.02254 
766E-9 2.0233 0.02255 
767E-9 2.02315 0.02255 
768E-9 2.023 0.02255 
769E-9 2.02286 0.02255 
770E-9 2.02271 0.02255 
771E-9 2.02257 0.02255 
772E-9 2.02243 0.02255 
773E-9 2.02229 0.02254 
774E-9 2.02216 0.02254 
775E-9 2.02202 0.02253 
776E-9 2.02189 0.02252 
777E-9 2.02176 0.02252 
778E-9 2.02164 0.02251 
779E-9 2.02151 0.02249 
780E-9 2.02139 0.02248 
781E-9 2.02127 0.02247 
782E-9 2.02115 0.02246 
783E-9 2.02103 0.02244 
784E-9 2.02091 0.02242 
785E-9 2.0208 0.02241 
786E-9 2.02069 0.02239 
787E-9 2.02058 0.02237 
788E-9 2.02047 0.02235 
789E-9 2.02036 0.02233 
790E-9 2.02026 0.02231 
791E-9 2.02015 0.02229 
792E-9 2.02005 0.02227 
793E-9 2.01995 0.02224 
794E-9 2.01985 0.02222 
795E-9 2.01976 0.02219 
796E-9 2.01966 0.02217 
797E-9 2.01957 0.02214 
798E-9 2.01947 0.02211 
799E-9 2.01938 0.02209 
800E-9 2.01929 0.02206 
