lambda n k
595E-9 1.90478 1.39961 
596E-9 1.90674 1.43014 
597E-9 1.90891 1.45984 
598E-9 1.91125 1.48878 
599E-9 1.9137 1.5172 
600E-9 1.91643 1.54425 
601E-9 1.91928 1.5706 
602E-9 1.92228 1.59608 
603E-9 1.92551 1.62008 
604E-9 1.92886 1.64333 
605E-9 1.93239 1.66521 
606E-9 1.9361 1.68575 
607E-9 1.9399 1.70545 
608E-9 1.94393 1.72322 
609E-9 1.94808 1.73988 
610E-9 1.95235 1.75542 
611E-9 1.95683 1.76884 
612E-9 1.96142 1.78126 
613E-9 1.96616 1.79201 
614E-9 1.97109 1.80091 
615E-9 1.97613 1.80875 
616E-9 1.9814 1.8143 
617E-9 1.98682 1.81835 
618E-9 1.99239 1.82114 
619E-9 1.99827 1.82121 
620E-9 2.00431 1.82008 
621E-9 2.0106 1.81706 
622E-9 2.01722 1.81171 
623E-9 2.02405 1.80517 
624E-9 2.0313 1.79641 
625E-9 2.03891 1.78632 
626E-9 2.04677 1.77532 
627E-9 2.05529 1.76257 
628E-9 2.06412 1.7493 
629E-9 2.07338 1.73528 
630E-9 2.08329 1.72058 
631E-9 2.09353 1.70565 
632E-9 2.10439 1.69045 
633E-9 2.11578 1.67531 
634E-9 2.1275 1.66022 
635E-9 2.14 1.64562 
636E-9 2.15286 1.63147 
637E-9 2.16614 1.61781 
638E-9 2.18007 1.60533 
639E-9 2.19428 1.59351 
640E-9 2.20896 1.58292 
641E-9 2.22405 1.57378 
642E-9 2.23938 1.56554 
643E-9 2.25515 1.55944 
644E-9 2.27113 1.55476 
645E-9 2.28731 1.55137 
646E-9 2.30379 1.55076 
647E-9 2.32037 1.55147 
648E-9 2.33711 1.55429 
649E-9 2.35398 1.5597 
650E-9 2.37091 1.56656 
651E-9 2.38793 1.57642 
652E-9 2.405 1.58847 
653E-9 2.42211 1.6021 
654E-9 2.43929 1.61958 
655E-9 2.45649 1.63869 
656E-9 2.47374 1.66017 
657E-9 2.49106 1.6846 
658E-9 2.50841 1.71035 
659E-9 2.52582 1.73834 
660E-9 2.54326 1.76772 
661E-9 2.56073 1.79796 
662E-9 2.57823 1.82966 
663E-9 2.59573 1.8618 
664E-9 2.61322 1.89443 
665E-9 2.63067 1.92741 
666E-9 2.64808 1.96041 
667E-9 2.66541 1.99334 
668E-9 2.68261 2.02589 
669E-9 2.69973 2.05818 
670E-9 2.71662 2.08961 
671E-9 2.73333 2.12036 
672E-9 2.74989 2.15048 
673E-9 2.76605 2.17905 
674E-9 2.78202 2.20683 
675E-9 2.79766 2.23334 
676E-9 2.81287 2.25813 
677E-9 2.82782 2.28196 
678E-9 2.84225 2.30371 
679E-9 2.85625 2.32384 
680E-9 2.86996 2.34283 
681E-9 2.88289 2.35882 
682E-9 2.89547 2.37349 
683E-9 2.90757 2.38625 
684E-9 2.91893 2.39616 
685E-9 2.92991 2.40458 
686E-9 2.94019 2.4102 
687E-9 2.94985 2.41326 
688E-9 2.95911 2.41469 
689E-9 2.96746 2.41224 
690E-9 2.97533 2.40768 
691E-9 2.98269 2.40082 
692E-9 2.98919 2.38981 
693E-9 2.99529 2.3768 
694E-9 3.00075 2.36039 
695E-9 3.0056 2.34058 
696E-9 3.01013 2.31887 
697E-9 3.01405 2.29334 
698E-9 3.01767 2.2656 
699E-9 3.02103 2.236 
700E-9 3.02399 2.20279 
701E-9 3.02683 2.16812 
702E-9 3.0295 2.13128 
703E-9 3.03207 2.09192 
704E-9 3.03461 2.05131 
705E-9 3.03716 2.00838 
706E-9 3.0398 1.96385 
707E-9 3.04251 1.91825 
708E-9 3.04549 1.87041 
709E-9 3.04866 1.82168 
710E-9 3.05204 1.77185 
711E-9 3.05587 1.72058 
712E-9 3.05993 1.6687 
713E-9 3.06443 1.61585 
714E-9 3.06939 1.56232 
715E-9 3.07463 1.50841 
716E-9 3.0805 1.45392 
717E-9 3.08675 1.39929 
718E-9 3.09334 1.34453 
719E-9 3.10057 1.28985 
720E-9 3.10807 1.23533 
721E-9 3.11598 1.18111 
722E-9 3.12428 1.1275 
723E-9 3.13278 1.07429 
724E-9 3.14161 1.02203 
725E-9 3.15056 0.97064 
726E-9 3.1596 0.91986 
727E-9 3.16866 0.87084 
728E-9 3.17764 0.82269 
729E-9 3.1865 0.77572 
730E-9 3.195 0.73066 
731E-9 3.20326 0.68662 
732E-9 3.211 0.64445 
733E-9 3.2181 0.60409 
734E-9 3.2248 0.56487 
735E-9 3.23039 0.52828 
736E-9 3.23529 0.49317 
737E-9 3.23948 0.45953 
738E-9 3.24235 0.42843 
739E-9 3.24462 0.39842 
740E-9 3.24594 0.37014 
741E-9 3.24619 0.34367 
742E-9 3.24585 0.31817 
743E-9 3.24435 0.29454 
744E-9 3.24206 0.27213 
745E-9 3.23921 0.25059 
746E-9 3.23506 0.23099 
747E-9 3.23039 0.21215 
748E-9 3.225 0.19437 
749E-9 3.21862 0.17799 
750E-9 3.21176 0.16229 
751E-9 3.20406 0.14777 
752E-9 3.19566 0.13423 
753E-9 3.18684 0.1213 
754E-9 3.17711 0.10963 
755E-9 3.16694 0.09859 
756E-9 3.15631 0.08819 
757E-9 3.14494 0.07888 
758E-9 3.13324 0.07003 
759E-9 3.12105 0.06193 
760E-9 3.10836 0.0546 
761E-9 3.09541 0.04768 
762E-9 3.08197 0.04155 
763E-9 3.06825 0.03593 
764E-9 3.05432 0.03068 
765E-9 3.03998 0.02624 
766E-9 3.0255 0.0221 
767E-9 3.01084 0.01839 
768E-9 2.99598 0.01525 
769E-9 2.98105 0.01236 
770E-9 2.96601 0.00992 
771E-9 2.95093 0.00785 
772E-9 2.93585 0.00599 
773E-9 2.9208 0.00456 
774E-9 2.90582 0.00333 
775E-9 2.89091 0.00231 
776E-9 2.87621 0.00159 
777E-9 2.86164 9.96605E-4 
778E-9 2.84729 5.78611E-4 
779E-9 2.83326 3.16197E-4 
780E-9 2.81943 1.26478E-4 
781E-9 2.80603 4.80586E-5 
782E-9 2.793 1.05065E-5 
783E-9 2.78023 0 
784E-9 2.76815 0 
785E-9 2.75638 0 
786E-9 2.74499 0 
787E-9 2.73419 0 
788E-9 2.72367 0 
789E-9 2.71361 0 
790E-9 2.704 0 
791E-9 2.69465 0 
792E-9 2.68583 0 
793E-9 2.67733 0 
794E-9 2.6691 0 
795E-9 2.66141 0 
796E-9 2.65394 0 
797E-9 2.64681 0 
798E-9 2.64008 0 
799E-9 2.63356 0 
800E-9 2.62742 0 
