lambda n k
637E-9 2.3048 0.15157 
638E-9 2.2973 0.14013 
639E-9 2.28984 0.13119 
640E-9 2.28346 0.11968 
641E-9 2.27789 0.11018 
642E-9 2.27071 0.10167 
643E-9 2.26264 0.09466 
644E-9 2.25162 0.08763 
645E-9 2.24413 0.08007 
646E-9 2.24047 0.07351 
647E-9 2.23267 0.06693 
648E-9 2.22372 0.06136 
649E-9 2.21829 0.05629 
650E-9 2.21234 0.05165 
651E-9 2.20514 0.04706 
652E-9 2.19896 0.04215 
653E-9 2.1936 0.03837 
654E-9 2.18968 0.03567 
655E-9 2.18599 0.03296 
656E-9 2.17891 0.03144 
657E-9 2.1723 0.02903 
658E-9 2.16702 0.02629 
659E-9 2.16176 0.02421 
660E-9 2.15651 0.02184 
661E-9 2.15247 0.01863 
662E-9 2.14899 0.01833 
663E-9 2.14399 0.01556 
664E-9 2.1388 0.01533 
665E-9 2.13363 0.01524 
666E-9 2.1289 0.01516 
667E-9 2.12548 0.01507 
668E-9 2.12206 0.01499 
669E-9 2.11865 0.01455 
670E-9 2.11526 0.0131 
671E-9 2.11187 0.01165 
672E-9 2.1085 0.01155 
673E-9 2.10513 0.01145 
674E-9 2.10322 0.0094 
675E-9 2.10154 0.00816 
676E-9 2.09658 0.00684 
677E-9 2.09176 0.00484 
678E-9 2.08845 0.00474 
679E-9 2.08514 0.00463 
680E-9 2.08184 0.00453 
681E-9 2.07956 0.00443 
682E-9 2.07956 0.00433 
683E-9 2.07828 0.00422 
684E-9 2.07503 0.00412 
685E-9 2.07178 0.00352 
686E-9 2.06854 0.00202 
687E-9 2.06616 0.000633688 
688E-9 2.06455 0.000523713 
689E-9 2.06294 0.000413412 
690E-9 2.06134 0.000302792 
691E-9 2.05875 0.000109233 
692E-9 2.05557 0 
693E-9 2.0524 0 
694E-9 2.04923 0 
695E-9 2.04713 0 
696E-9 2.04555 0 
697E-9 2.04293 0 
698E-9 2.0398 0 
699E-9 2.03772 0 
700E-9 2.03616 0 
701E-9 2.03461 0 
702E-9 2.03307 0 
703E-9 2.03152 0 
704E-9 2.02999 0 
705E-9 2.02845 0 
706E-9 2.02692 0 
707E-9 2.02458 0 
708E-9 2.02154 0 
709E-9 2.01922 0 
710E-9 2.01771 0 
711E-9 2.0162 0 
712E-9 2.0147 0 
713E-9 2.01366 0 
714E-9 2.01366 0 
715E-9 2.01335 0 
716E-9 2.01186 0 
717E-9 2.01024 0 
718E-9 2.00728 0 
719E-9 2.00433 0 
720E-9 2.00282 0 
721E-9 2.00135 0 
722E-9 2.00111 0 
723E-9 2.00111 0 
724E-9 2.00012 0 
725E-9 1.99867 0 
726E-9 1.99722 0 
727E-9 1.99578 0 
728E-9 1.99434 0 
729E-9 1.99291 0 
730E-9 1.99147 0 
731E-9 1.99005 0 
732E-9 1.98862 0 
733E-9 1.98721 0 
734E-9 1.98579 0 
735E-9 1.98542 0 
736E-9 1.98542 0 
737E-9 1.984 0 
738E-9 1.9812 0 
