lambda n k
776E-9 2.05308 0.01691 
777E-9 2.05052 0.01529 
778E-9 2.04796 0.0138 
779E-9 2.04541 0.01247 
780E-9 2.04287 0.01121 
781E-9 2.04036 0.01009 
782E-9 2.03786 0.00907 
783E-9 2.03537 0.00811 
784E-9 2.03293 0.00729 
785E-9 2.03051 0.00653 
786E-9 2.02811 0.00584 
787E-9 2.02577 0.00524 
788E-9 2.02345 0.00469 
789E-9 2.02118 0.0042 
790E-9 2.01896 0.00377 
791E-9 2.01678 0.00337 
792E-9 2.01466 0.00302 
793E-9 2.0126 0.0027 
794E-9 2.01057 0.00241 
795E-9 2.00864 0.00215 
796E-9 2.00675 0.0019 
797E-9 2.00491 0.00167 
798E-9 2.00315 0.00147 
799E-9 2.00142 0.00128 
800E-9 1.99975 0.00111 
