lambda n k
781E-9 0.19526 2.5148 
782E-9 0.19071 2.51226 
783E-9 0.18616 2.50951 
784E-9 0.18161 2.50675 
785E-9 0.17706 2.504 
786E-9 0.17451 2.50124 
787E-9 0.17376 2.49849 
788E-9 0.17301 2.49573 
789E-9 0.17226 2.49298 
790E-9 0.17151 2.49023 
791E-9 0.17076 2.48747 
792E-9 0.17001 2.48472 
793E-9 0.16926 2.48196 
794E-9 0.16852 2.47921 
795E-9 0.16777 2.47645 
796E-9 0.16702 2.4737 
797E-9 0.16627 2.47094 
798E-9 0.16552 2.46819 
799E-9 0.16477 2.46543 
800E-9 0.16402 2.46268 
801E-9 0.16328 2.46112 
802E-9 0.16253 2.45955 
803E-9 0.16178 2.45798 
804E-9 0.16103 2.45642 
805E-9 0.16028 2.45485 
806E-9 0.15956 2.45329 
807E-9 0.15912 2.45172 
808E-9 0.15868 2.45015 
809E-9 0.15825 2.44859 
810E-9 0.15781 2.44702 
811E-9 0.15737 2.44545 
812E-9 0.15693 2.44389 
813E-9 0.15649 2.44232 
814E-9 0.15605 2.44075 
815E-9 0.15561 2.43919 
816E-9 0.15518 2.43762 
817E-9 0.15474 2.43605 
818E-9 0.1543 2.43449 
819E-9 0.15386 2.43292 
820E-9 0.15342 2.43136 
821E-9 0.15298 2.42979 
822E-9 0.15255 2.42822 
823E-9 0.15211 2.42667 
824E-9 0.15167 2.42587 
825E-9 0.15123 2.42507 
826E-9 0.15079 2.42427 
827E-9 0.15035 2.42347 
828E-9 0.14992 2.42267 
829E-9 0.1495 2.42187 
830E-9 0.14931 2.42107 
831E-9 0.14911 2.42027 
832E-9 0.14891 2.41947 
833E-9 0.14872 2.41867 
834E-9 0.14852 2.41787 
835E-9 0.14832 2.41707 
836E-9 0.14812 2.41627 
837E-9 0.14793 2.41548 
838E-9 0.14773 2.41468 
839E-9 0.14753 2.41388 
840E-9 0.14733 2.41308 
841E-9 0.14714 2.41228 
842E-9 0.14694 2.41148 
843E-9 0.14674 2.41068 
844E-9 0.14655 2.40988 
845E-9 0.14635 2.40908 
846E-9 0.14615 2.40828 
847E-9 0.14595 2.40748 
848E-9 0.14576 2.40668 
849E-9 0.14556 2.40598 
850E-9 0.14536 2.40538 
851E-9 0.14517 2.40478 
852E-9 0.14497 2.40419 
853E-9 0.14477 2.40359 
854E-9 0.14456 2.403 
855E-9 0.14434 2.4024 
856E-9 0.14412 2.4018 
857E-9 0.1439 2.40121 
858E-9 0.14368 2.40061 
859E-9 0.14346 2.40001 
860E-9 0.14324 2.39942 
861E-9 0.14301 2.39882 
862E-9 0.14279 2.39822 
863E-9 0.14257 2.39763 
864E-9 0.14235 2.39703 
865E-9 0.14213 2.39644 
866E-9 0.14191 2.39584 
867E-9 0.14169 2.39524 
868E-9 0.14146 2.39465 
869E-9 0.14124 2.39405 
870E-9 0.14102 2.39345 
871E-9 0.1408 2.39286 
872E-9 0.14058 2.39226 
873E-9 0.14036 2.39166 
874E-9 0.14013 2.39107 
875E-9 0.13991 2.39077 
876E-9 0.1397 2.39049 
877E-9 0.13949 2.39022 
878E-9 0.13929 2.38994 
879E-9 0.13908 2.38966 
880E-9 0.13888 2.38938 
881E-9 0.13867 2.38911 
882E-9 0.13847 2.38883 
883E-9 0.13826 2.38855 
884E-9 0.13806 2.38828 
885E-9 0.13785 2.388 
886E-9 0.13765 2.38772 
887E-9 0.13745 2.38744 
888E-9 0.13724 2.38717 
889E-9 0.13704 2.38689 
890E-9 0.13683 2.38661 
891E-9 0.13663 2.38633 
892E-9 0.13642 2.38603 
893E-9 0.13622 2.38528 
894E-9 0.13601 2.38453 
895E-9 0.13581 2.38378 
896E-9 0.1356 2.38303 
897E-9 0.1354 2.38228 
898E-9 0.13519 2.38153 
899E-9 0.13499 2.38153 
900E-9 0.13499 2.38153 
