lambda n k
714E-9 1.62501 0.06814 
715E-9 1.62482 0.06844 
716E-9 1.62462 0.06874 
717E-9 1.62443 0.06902 
718E-9 1.62423 0.06929 
719E-9 1.62404 0.06957 
720E-9 1.62385 0.06984 
721E-9 1.62365 0.07012 
722E-9 1.62346 0.07039 
723E-9 1.62326 0.07066 
724E-9 1.62307 0.07094 
725E-9 1.62287 0.07121 
726E-9 1.62268 0.07148 
727E-9 1.62249 0.07176 
728E-9 1.62229 0.07203 
729E-9 1.6221 0.07231 
730E-9 1.6219 0.07258 
731E-9 1.62171 0.07285 
732E-9 1.62152 0.07313 
733E-9 1.62132 0.0734 
734E-9 1.62113 0.07368 
735E-9 1.62103 0.07395 
736E-9 1.62097 0.07422 
737E-9 1.62091 0.0745 
738E-9 1.62085 0.07477 
739E-9 1.62079 0.07505 
740E-9 1.62073 0.07532 
741E-9 1.62067 0.07559 
742E-9 1.62061 0.07587 
743E-9 1.62055 0.07614 
744E-9 1.62049 0.07641 
745E-9 1.62043 0.07662 
746E-9 1.62037 0.07684 
747E-9 1.62031 0.07705 
748E-9 1.62025 0.07726 
749E-9 1.62019 0.07748 
750E-9 1.62013 0.07769 
751E-9 1.62006 0.07791 
752E-9 1.62 0.07812 
753E-9 1.61994 0.07833 
754E-9 1.61988 0.07855 
755E-9 1.61982 0.07876 
756E-9 1.61976 0.07898 
757E-9 1.6197 0.07919 
758E-9 1.61964 0.0794 
759E-9 1.61958 0.07962 
760E-9 1.61952 0.07983 
761E-9 1.61946 0.08005 
762E-9 1.6194 0.08026 
763E-9 1.61919 0.08047 
764E-9 1.61896 0.08069 
765E-9 1.61873 0.0809 
766E-9 1.6185 0.08112 
767E-9 1.61827 0.08133 
768E-9 1.61803 0.08154 
769E-9 1.6178 0.08176 
770E-9 1.61757 0.08197 
771E-9 1.61734 0.08219 
772E-9 1.61711 0.08243 
773E-9 1.61687 0.0827 
774E-9 1.61664 0.08297 
775E-9 1.61641 0.08324 
776E-9 1.61618 0.08351 
777E-9 1.61595 0.08378 
778E-9 1.61571 0.08404 
779E-9 1.61548 0.08431 
780E-9 1.61525 0.08458 
781E-9 1.61502 0.08485 
782E-9 1.61479 0.08512 
783E-9 1.61455 0.08539 
784E-9 1.61432 0.08566 
785E-9 1.61418 0.08592 
786E-9 1.61409 0.08619 
787E-9 1.614 0.08646 
788E-9 1.61391 0.08673 
789E-9 1.61382 0.087 
790E-9 1.61372 0.08727 
791E-9 1.61363 0.08753 
792E-9 1.61354 0.0878 
793E-9 1.61345 0.08807 
794E-9 1.61336 0.08834 
795E-9 1.61327 0.08861 
796E-9 1.61318 0.08888 
797E-9 1.61309 0.08915 
798E-9 1.613 0.08941 
799E-9 1.6129 0.08968 
800E-9 1.61281 0.08995 
801E-9 1.61272 0.09022 
802E-9 1.61263 0.09049 
803E-9 1.61255 0.09073 
804E-9 1.61255 0.09093 
805E-9 1.61255 0.09112 
806E-9 1.61255 0.09132 
807E-9 1.61255 0.09151 
808E-9 1.61255 0.09171 
809E-9 1.61255 0.09191 
810E-9 1.61255 0.0921 
811E-9 1.61255 0.0923 
812E-9 1.61255 0.0925 
813E-9 1.61255 0.09269 
814E-9 1.61255 0.09289 
815E-9 1.61255 0.09308 
816E-9 1.61255 0.09328 
817E-9 1.61255 0.09348 
818E-9 1.61255 0.09367 
819E-9 1.61255 0.09387 
820E-9 1.61255 0.09407 
821E-9 1.61255 0.09426 
822E-9 1.61255 0.09446 
823E-9 1.61255 0.09465 
824E-9 1.61255 0.09485 
825E-9 1.61255 0.09505 
826E-9 1.61255 0.09524 
827E-9 1.61255 0.09544 
828E-9 1.61255 0.09564 
829E-9 1.61255 0.09583 
830E-9 1.61255 0.09603 
831E-9 1.61255 0.09622 
832E-9 1.61255 0.09642 
833E-9 1.61255 0.09662 
834E-9 1.61255 0.09681 
