lambda n k
727E-9 2.53515 0.43155 
728E-9 2.53108 0.41854 
729E-9 2.5267 0.40595 
730E-9 2.52192 0.39395 
731E-9 2.51696 0.38224 
732E-9 2.51166 0.37101 
733E-9 2.50612 0.36019 
734E-9 2.50043 0.34962 
735E-9 2.49443 0.33955 
736E-9 2.4883 0.32975 
737E-9 2.48204 0.32021 
738E-9 2.47558 0.31111 
739E-9 2.46904 0.30219 
740E-9 2.46241 0.29357 
741E-9 2.45569 0.28525 
742E-9 2.44894 0.27709 
743E-9 2.44214 0.26925 
744E-9 2.43536 0.26159 
745E-9 2.42857 0.25408 
746E-9 2.42186 0.24687 
747E-9 2.4152 0.23977 
748E-9 2.40861 0.23283 
749E-9 2.40215 0.22611 
750E-9 2.39575 0.21949 
751E-9 2.38946 0.21306 
752E-9 2.38325 0.20681 
753E-9 2.3771 0.20066 
754E-9 2.37104 0.19475 
755E-9 2.36504 0.18898 
756E-9 2.35907 0.18334 
757E-9 2.35318 0.17795 
758E-9 2.34731 0.17266 
759E-9 2.34148 0.16756 
760E-9 2.33569 0.16267 
761E-9 2.32992 0.1579 
762E-9 2.32416 0.15335 
763E-9 2.31842 0.14896 
764E-9 2.31268 0.14469 
765E-9 2.30694 0.14069 
766E-9 2.30118 0.13682 
767E-9 2.29542 0.1331 
768E-9 2.28964 0.12962 
769E-9 2.28383 0.12626 
770E-9 2.27799 0.12311 
771E-9 2.27211 0.12016 
772E-9 2.2662 0.11732 
773E-9 2.26024 0.11473 
774E-9 2.25427 0.11228 
775E-9 2.24829 0.10995 
776E-9 2.24232 0.10786 
777E-9 2.23635 0.10586 
778E-9 2.23041 0.10401 
779E-9 2.22451 0.10233 
780E-9 2.21865 0.10073 
781E-9 2.21285 0.0993 
782E-9 2.20713 0.09798 
783E-9 2.20145 0.09675 
784E-9 2.19593 0.09568 
785E-9 2.19047 0.09468 
786E-9 2.18511 0.09378 
787E-9 2.17992 0.09299 
788E-9 2.17483 0.09226 
789E-9 2.1699 0.09163 
790E-9 2.16515 0.09109 
791E-9 2.16051 0.09059 
792E-9 2.15611 0.09019 
793E-9 2.15188 0.08983 
794E-9 2.1478 0.08951 
795E-9 2.14403 0.08927 
796E-9 2.14041 0.08906 
797E-9 2.13702 0.08888 
798E-9 2.13389 0.08876 
799E-9 2.1309 0.08865 
800E-9 2.12815 0.08858 
