lambda n k
563E-9 2.08769 0.39866 
564E-9 2.09073 0.39706 
565E-9 2.09367 0.39528 
566E-9 2.09656 0.39342 
567E-9 2.09938 0.39145 
568E-9 2.10208 0.38933 
569E-9 2.1047 0.38714 
570E-9 2.1072 0.38483 
571E-9 2.10957 0.38241 
572E-9 2.11185 0.37994 
573E-9 2.11393 0.37734 
574E-9 2.11588 0.37469 
575E-9 2.11771 0.37199 
576E-9 2.1193 0.36922 
577E-9 2.12077 0.36642 
578E-9 2.12204 0.36358 
579E-9 2.12309 0.36074 
580E-9 2.124 0.35791 
581E-9 2.12464 0.35509 
582E-9 2.12509 0.35232 
583E-9 2.12539 0.34959 
584E-9 2.12538 0.34697 
585E-9 2.12522 0.34443 
586E-9 2.12485 0.34201 
587E-9 2.12423 0.33978 
588E-9 2.12348 0.33765 
589E-9 2.12248 0.33578 
590E-9 2.12133 0.33412 
591E-9 2.12006 0.33261 
592E-9 2.11856 0.33152 
593E-9 2.117 0.33063 
594E-9 2.11533 0.33004 
595E-9 2.11359 0.32987 
596E-9 2.11181 0.32993 
597E-9 2.11003 0.33044 
598E-9 2.10829 0.33134 
599E-9 2.10658 0.33248 
600E-9 2.10505 0.33422 
601E-9 2.10364 0.33624 
602E-9 2.10239 0.33861 
603E-9 2.10149 0.34148 
604E-9 2.10079 0.34459 
605E-9 2.10047 0.34811 
606E-9 2.10057 0.35195 
607E-9 2.10094 0.35599 
608E-9 2.10198 0.3604 
609E-9 2.10342 0.36494 
610E-9 2.10528 0.36964 
611E-9 2.10794 0.37447 
612E-9 2.11098 0.37933 
613E-9 2.11467 0.38421 
614E-9 2.11904 0.38898 
615E-9 2.12381 0.39369 
616E-9 2.1294 0.39814 
617E-9 2.13548 0.40235 
618E-9 2.14198 0.40636 
619E-9 2.14929 0.40982 
620E-9 2.15691 0.41298 
621E-9 2.16503 0.41569 
622E-9 2.17364 0.41775 
623E-9 2.18251 0.41945 
624E-9 2.1918 0.4204 
625E-9 2.20133 0.42074 
626E-9 2.21102 0.42068 
627E-9 2.22095 0.41958 
628E-9 2.23093 0.41803 
629E-9 2.24096 0.41586 
630E-9 2.25095 0.41281 
631E-9 2.26088 0.40932 
632E-9 2.27067 0.40503 
633E-9 2.28025 0.4001 
634E-9 2.28968 0.39476 
635E-9 2.2987 0.38853 
636E-9 2.30745 0.3819 
637E-9 2.31591 0.37482 
638E-9 2.32379 0.36705 
639E-9 2.33139 0.35899 
640E-9 2.33847 0.35045 
641E-9 2.345 0.34151 
642E-9 2.35119 0.33234 
643E-9 2.35665 0.32277 
644E-9 2.36166 0.31301 
645E-9 2.36626 0.30308 
646E-9 2.37003 0.29292 
647E-9 2.37345 0.2827 
648E-9 2.3763 0.27239 
649E-9 2.3785 0.26204 
650E-9 2.38035 0.25169 
651E-9 2.3815 0.24139 
