lambda n k
516E-9 1.65837 0 
517E-9 1.65814 0 
518E-9 1.6579 0 
519E-9 1.65765 0 
520E-9 1.65739 0 
521E-9 1.65712 0 
522E-9 1.65685 0 
523E-9 1.65657 0 
524E-9 1.65628 0 
525E-9 1.65599 0 
526E-9 1.65569 0 
527E-9 1.6554 0 
528E-9 1.65509 0 
529E-9 1.65479 0 
530E-9 1.65448 0 
531E-9 1.65417 0 
532E-9 1.65387 0 
533E-9 1.65356 0 
534E-9 1.65325 0 
535E-9 1.65294 0 
536E-9 1.65264 0 
537E-9 1.65234 0 
538E-9 1.65204 0 
539E-9 1.65174 0 
540E-9 1.65145 0 
541E-9 1.65116 0 
542E-9 1.65088 0 
543E-9 1.6506 0 
544E-9 1.65032 0 
545E-9 1.65005 0 
546E-9 1.64978 0 
547E-9 1.64952 0 
548E-9 1.64925 0 
549E-9 1.649 0 
550E-9 1.64874 0 
551E-9 1.64849 0 
552E-9 1.64824 0 
553E-9 1.64799 0 
554E-9 1.64775 0 
555E-9 1.64751 0 
556E-9 1.64727 0 
557E-9 1.64704 0 
558E-9 1.6468 0 
559E-9 1.64657 0 
560E-9 1.64635 0 
561E-9 1.64612 0 
562E-9 1.6459 0 
563E-9 1.64568 0 
564E-9 1.64546 0 
565E-9 1.64524 0 
566E-9 1.64502 0 
567E-9 1.64481 0 
568E-9 1.6446 0 
569E-9 1.64439 0 
570E-9 1.64418 0 
571E-9 1.64398 0 
572E-9 1.64377 0 
573E-9 1.64357 0 
574E-9 1.64337 0 
575E-9 1.64318 0 
576E-9 1.64298 0 
577E-9 1.64279 0 
578E-9 1.6426 0 
579E-9 1.64241 0 
580E-9 1.64222 0 
581E-9 1.64203 0 
582E-9 1.64185 0 
583E-9 1.64167 0 
584E-9 1.64149 0 
585E-9 1.64131 0 
586E-9 1.64114 0 
587E-9 1.64096 0 
588E-9 1.64079 0 
589E-9 1.64062 0 
590E-9 1.64046 0 
591E-9 1.64029 0 
592E-9 1.64013 0 
593E-9 1.63997 0 
594E-9 1.63981 0 
595E-9 1.63965 0 
596E-9 1.63949 0 
597E-9 1.63934 0 
598E-9 1.63919 0 
599E-9 1.63904 0 
600E-9 1.63889 0 
601E-9 1.63874 0 
602E-9 1.6386 0 
603E-9 1.63845 0 
604E-9 1.63831 0 
605E-9 1.63817 0 
606E-9 1.63802 0 
607E-9 1.63788 0 
608E-9 1.63775 0 
609E-9 1.63761 0 
610E-9 1.63747 0 
611E-9 1.63733 0 
612E-9 1.6372 0 
613E-9 1.63706 0 
614E-9 1.63693 0 
615E-9 1.63679 0 
616E-9 1.63666 0 
617E-9 1.63652 0 
618E-9 1.63639 0 
619E-9 1.63626 0 
620E-9 1.63612 0 
621E-9 1.63599 0 
622E-9 1.63586 0 
623E-9 1.63573 0 
624E-9 1.6356 0 
625E-9 1.63546 0 
626E-9 1.63533 0 
627E-9 1.6352 0 
628E-9 1.63507 0 
629E-9 1.63494 0 
630E-9 1.63481 0 
631E-9 1.63468 0 
632E-9 1.63455 0 
633E-9 1.63442 0 
634E-9 1.63429 0 
635E-9 1.63417 0 
636E-9 1.63404 0 
637E-9 1.63392 0 
638E-9 1.63379 0 
639E-9 1.63367 0 
640E-9 1.63355 0 
641E-9 1.63343 0 
642E-9 1.63331 0 
643E-9 1.63319 0 
644E-9 1.63307 0 
645E-9 1.63295 0 
646E-9 1.63284 0 
647E-9 1.63273 0 
648E-9 1.63262 0 
649E-9 1.63251 0 
650E-9 1.6324 0 
651E-9 1.63229 0 
652E-9 1.63218 0 
653E-9 1.63208 0 
654E-9 1.63198 0 
655E-9 1.63188 0 
656E-9 1.63178 0 
657E-9 1.63168 0 
658E-9 1.63159 0 
659E-9 1.63149 0 
660E-9 1.6314 0 
661E-9 1.63131 0 
662E-9 1.63122 0 
663E-9 1.63114 0 
664E-9 1.63105 0 
665E-9 1.63097 0 
666E-9 1.63089 0 
667E-9 1.63081 0 
668E-9 1.63073 0 
669E-9 1.63065 0 
670E-9 1.63058 0 
671E-9 1.6305 0 
672E-9 1.63043 0 
673E-9 1.63036 0 
674E-9 1.63029 0 
675E-9 1.63022 0 
676E-9 1.63016 0 
677E-9 1.63009 0 
678E-9 1.63003 0 
679E-9 1.62996 0 
680E-9 1.6299 0 
681E-9 1.62984 0 
682E-9 1.62978 0 
683E-9 1.62973 0 
684E-9 1.62967 0 
685E-9 1.62961 0 
686E-9 1.62956 0 
687E-9 1.62951 0 
688E-9 1.62945 0 
689E-9 1.6294 0 
690E-9 1.62935 0 
691E-9 1.6293 0 
692E-9 1.62926 0 
693E-9 1.62921 0 
694E-9 1.62916 0 
695E-9 1.62912 0 
696E-9 1.62908 0 
697E-9 1.62903 0 
698E-9 1.62899 0 
699E-9 1.62895 0 
700E-9 1.62891 0 
701E-9 1.62887 0 
702E-9 1.62883 0 
703E-9 1.62879 0 
704E-9 1.62875 0 
705E-9 1.62871 0 
706E-9 1.62867 0 
707E-9 1.62863 0 
708E-9 1.62859 0 
709E-9 1.62855 0 
710E-9 1.62851 0 
711E-9 1.62847 0 
712E-9 1.62843 0 
713E-9 1.62839 0 
714E-9 1.62835 0 
715E-9 1.62831 0 
716E-9 1.62826 0 
717E-9 1.62822 0 
718E-9 1.62818 0 
719E-9 1.62813 0 
720E-9 1.62808 0 
721E-9 1.62804 0 
722E-9 1.62799 0 
723E-9 1.62794 0 
724E-9 1.62789 0 
725E-9 1.62784 0 
726E-9 1.62779 0 
727E-9 1.62773 0 
728E-9 1.62768 0 
729E-9 1.62762 0 
730E-9 1.62756 0 
731E-9 1.6275 0 
732E-9 1.62744 0 
733E-9 1.62738 0 
734E-9 1.62732 0 
735E-9 1.62725 0 
736E-9 1.62718 0 
737E-9 1.62711 0 
738E-9 1.62704 0 
739E-9 1.62697 0 
740E-9 1.62689 0 
741E-9 1.62682 0 
742E-9 1.62674 0 
743E-9 1.62666 0 
744E-9 1.62658 0 
745E-9 1.6265 0 
746E-9 1.62642 0 
747E-9 1.62634 0 
748E-9 1.62626 0 
749E-9 1.62617 0 
750E-9 1.62609 0 
751E-9 1.626 0 
752E-9 1.62592 0 
753E-9 1.62583 0 
754E-9 1.62574 0 
755E-9 1.62566 0 
756E-9 1.62557 0 
757E-9 1.62548 0 
758E-9 1.6254 0 
759E-9 1.62531 0 
760E-9 1.62522 0 
761E-9 1.62513 0 
762E-9 1.62505 0 
763E-9 1.62496 0 
764E-9 1.62487 0 
765E-9 1.62479 0 
766E-9 1.6247 0 
767E-9 1.62462 0 
768E-9 1.62453 0 
769E-9 1.62445 0 
770E-9 1.62437 0 
771E-9 1.62428 0 
772E-9 1.6242 0 
773E-9 1.62412 0 
774E-9 1.62404 0 
775E-9 1.62396 0 
776E-9 1.62388 0 
777E-9 1.62381 0 
778E-9 1.62373 0 
779E-9 1.62366 0 
780E-9 1.62358 0 
781E-9 1.62351 0 
782E-9 1.62344 0 
783E-9 1.62337 0 
784E-9 1.6233 0 
785E-9 1.62324 0 
786E-9 1.62317 0 
787E-9 1.62311 0 
788E-9 1.62304 0 
789E-9 1.62298 0 
790E-9 1.62292 0 
791E-9 1.62286 0 
792E-9 1.6228 0 
793E-9 1.62275 0 
794E-9 1.62269 0 
795E-9 1.62263 0 
796E-9 1.62258 0 
797E-9 1.62252 0 
798E-9 1.62247 0 
799E-9 1.62242 0 
800E-9 1.62237 0 
